288,I306119,Test Systems Project,17,2014
289,I306119,Test Systems Project,18,2014
290,I306119,Test Systems Project,19,2014
291,I306119,Test Systems Project,20,2014
292,I306119,GA Training,21,2014
293,I306119,HANA training,22,2014
294,I306119,Revision & Exam,23,2014
295,I306119,HANA DR (EWA  EW/GV) / Test Systems Project,24,2014
296,I306119,HANA DR (EWA  EW/GV) / Test Systems Project,25,2014
297,I306119,HANA DR (EWA  EW/GV) / Test Systems Project,26,2014
298,I306119,HANA DR (EWA  EW/GV) / Test Systems Project,27,2014
299,I306119,Last Week - has applied for permanent position,28,2014
300,I306114,Induction,3,2014
301,I306114,EarlyWatch-SAPTECH,4,2014
302,I306114,EarlyWatch-UADM315,5,2014
303,I306114,Coached Session,6,2014
304,I306114,Coached Session + networking event,7,2014
305,I306114,Revision and Exams ,8,2014
306,I306114,BC400 Fundamentals ( Krishanthi ),9,2014
307,I306114,Oracle workshops ( Dani ),10,2014
308,I306114,ABAP Silver Cert,11,2014
309,I306114,Revision & rampup on ABAP / HANA,12,2014
310,I306114,ARSD Mini INNOJAM (Fri 28th March 9-13.30 Welcome 101 lite),13,2014
311,I306114,ARSD Mini INNOJAM. Barry on intern project - can help in free time. Tom on test servers can help in free time,14,2014
312,I306114,BPPO Training,15,2014
313,I306114,openSAP Mobile Development Course:,16,2014
314,I306114,MCC Processes & Assign Mobile DR Customer 360 Reviews / Attend Critical Customer Calls (Sheila),17,2014
315,I306114,Syclo Mobile Overview (Sheila) Customer (Infrabel) mobile platform presentation research topics assigned (in pairs),18,2014
316,I306114,Customer (Infrabel) mobile platform presentation research topics assigned and to be presented by Fri 9th May (Sheila  James A.),19,2014
317,I306114,Attend Mobile Development EGI (Registration Required - delivered by Amabille - tbc),20,2014
318,I306114,Infrabel (James) & Severstal (Sheila) Service Wrap-ups / Syclo Service Manager Internal Install/Config Workshop (James A.),21,2014
319,I306114,HANA Training - classroom,22,2014
320,I306114,Hana revision KPMG Escalation Experiences / Fiori Extensibility Workshop/Exercise (Brenda  Michael Z.),23,2014
321,I306114,Rapid Prototyping  Rapid Deployment Solutions for Mobile/UX (Johnny),24,2014
322,I306114,Fiori/UI5 Workshop,25,2014
323,I306114,Introduction to hybris (Sheila)  Installation & Configuration,26,2014
324,I306114, Last Week For Tom Mc Greal  possibility for Barry to extend until end of Summer. ,3,2014
325,I306150,Induction,4,2014
326,I306150,EarlyWatch-SAPTECH,5,2014
327,I306150,EarlyWatch-UADM315,6,2014
328,I306150,Coached Session,7,2014
329,I306150,Coached Session + networking event,8,2014
330,I306150,Revision and Exams ,9,2014
331,I306150,BC400 Fundamentals ( Krishanthi ),10,2014
332,I306150,Oracle workshops ( Dani ),11,2014
333,I306150,ABAP Silver Cert,12,2014
334,I306150,Revision & rampup on ABAP / HANA,13,2014
335,I306150,Mini INNOJAM (Fri 28th March 9-13.30 Welcome 101 lite) Test Systems project,14,2014
336,I306150,Mini INNOJAM  Test Systems Project,15,2014
337,I306150,BPPO Training,16,2014
338,I306150,Utilization Project,17,2014
339,I306150,Utilization Project,18,2014
340,I306150,Utilization Project,19,2014
341,I306150,Utilization Project,20,2014
342,I306150,Utilization Project,21,2014
343,I306150,GA Training,22,2014
344,I306150,HANA training,23,2014
345,I306150,Revision & Exam,24,2014
346,I306150,HANA DR (EWA  EW/GV)/ Utilization project,25,2014
347,I306150,HANA DR (EWA  EW/GV) / Utilization project,26,2014
348,I306150,HANA DR (EWA  EW/GV) / Utilization project ,27,2014
349,I306150,HANA DR (EWA  EW/GV) / Utilization project - off fri,28,2014
350,I306184,Induction,6,2014
351,I306184,EarlyWatch-SAPTECH,7,2014
352,I306184,EarlyWatch-UADM315,8,2014
