380,23,BOBJ training (Dean Coleman),21,2014
381,23,Hana Training (SICK 28th & 29th) ,22,2014
382,23,HANA Practical/Exam,23,2014
383,23,DR_ANA_EMEA,24,2014
384,23,Business Objects Training,25,2014
385,23,BOBJ report project + session if available ,26,2014
386,10,Induction Week,3,2014
387,10,EarlyWatch-SAPTECH,4,2014
388,10,EarlyWatch-UADM315,5,2014
389,10,Coached EW delivery ,6,2014
390,10,Coached EW delivery ,7,2014
391,10,Revision and Exams ,8,2014
392,10,BC400 Fundamentals ( Krishanthi ),9,2014
393,10,Oracle workshops ( Dani ),10,2014
394,10,ABAP Silver Cert (Aaron),11,2014
395,10,Dev ramp up & silver cert exam Thurs 20th,12,2014
396,10,Innojam  (Welcome 101 lite Fri 28th March 9-13.30),13,2014
397,10,Innojam,14,2014
398,10,BPPO training,15,2014
399,10,Test Systems Project  Off wed 16th - fri 18th,16,2014
400,10,Test Systems Project,17,2014
401,10,Continue Project off fri 2nd,18,2014
402,10,bank holiday Off Tues 6th Continue Project,19,2014
403,10,Test Systems Project,20,2014
404,10,Continue Project,21,2014
405,10,Hana Training,22,2014
406,10,HANA Practical/Exam,23,2014
407,10,DR_HANA_EMEA,24,2014
408,10,NA,25,2014
409,10,INNOJAM 26th & 27th,26,2014
410,10,Coffee Corner thurs 3rd 11am,27,2014
411,10,Last week,28,2014
412,24,Induction Week,5,2014
413,24,EarlyWatch-SAPTECH,6,2014
414,24,EarlyWatch-UADM315,7,2014
415,24,Coached EW delivery ,8,2014
416,24,Coached EW delivery ,9,2014
417,24,Coached EW delivery ,10,2014
418,24,Revision and Exams ( SAPTEC Tues 11th and UADM315 Fri 14th @ 11 ),11,2014
419,24,St Patricks Oracle workshops,12,2014
420,24,ABAP Fundamentals ( Wed 2hrs networking ),13,2014
421,24,ABAP Silver Cert. Off Fri 4th,14,2014
422,24,BPPO Training,15,2014
423,24,Volunteering Wed 16th -Coached delivery BPPO Inex Partners Oy ,16,2014
424,24,Coached delivery BPPO Inex Partners Oy ,17,2014
425,24,NA,18,2014
426,24,BPPO 73264892 TURK HAVA YOLLARI A.O Silvercert resit 8th May,19,2014
427,24,BPPO 73264892 TURK HAVA YOLLARI A.O,20,2014
428,24,NA,21,2014
429,24,Hana Training,22,2014
430,24,HANA Practical/Exam,23,2014
431,24,DR_HANA_EMEA,24,2014
432,24,Off 18th-20th,25,2014
433,24,Off 23rd,26,2014
434,24,Coffee Corner thurs 3rd 11am,27,2014
435,24,NA,28,2014
436,24,NA,29,2014
437,24,NA,30,2014
438,24,Last Week,31,2014
439,25,Induction Week,5,2014
440,25,EarlyWatch-SAPTECH,6,2014
441,25,EarlyWatch-UADM315,7,2014
442,25,Coached EW delivery ,8,2014
443,25,Coached EW delivery off thurs & fri 6th & 7th,9,2014
444,25,Coached EW delivery ,10,2014
445,25,Revision and Exams ( SAPTEC Tues 11th and UADM315 Fri 14th @ 11 ),11,2014
446,25,St Patricks Oracle workshops SAPTEC resit thurs 20th,12,2014
447,25,ADM resit Mon 24th ABAP Fundamentals ( Wed 2hrs networking ),13,2014
448,25,ABAP Silver Cert,14,2014
449,25,PI Training & Delivery Off thurs 10th & 11th,15,2014
450,25,Volunteering 16th,16,2014
451,25,Java and EP Training (Off Tues & 1.2 day Wed ) ,17,2014
452,25,NA,18,2014
453,25,EP 73253016 GLS Cap Gemini ,19,2014
454,25,EW 73264447 Electrolux It sol  Sick Mon & Tues,20,2014
455,25,NA,21,2014
456,25,Off Mon 26th,22,2014
457,25,Classic EP/PI sessions,23,2014
458,25,TBC EP/PI,24,2014
459,25,NA,25,2014
460,25,INNOJAM 26th & 27th,26,2014
461,25,Coffee Corner thurs 3rd 11am,27,2014
462,25,NA,28,2014
463,25,NA,29,2014
464,25,NA,30,2014
465,25,Last Week,31,2014
466,26,Induction Week,5,2014
467,26,EarlyWatch-SAPTECH,6,2014
468,26,EarlyWatch-UADM315,7,2014
469,26,Coached EW delivery ,8,2014
470,26,Coached EW delivery ,9,2014
471,26,Coached EW delivery ,10,2014
472,26,Revision and Exams ( SAPTEC Tues 11th and UADM315 Fri 14th @ 11 ),11,2014
473,26,St Patricks Oracle workshops,12,2014
474,26,ABAP Fundamentals ( Wed 2hrs networking ),13,2014
475,26,ABAP Silver Cert,14,2014
476,26,BPPO training,15,2014
477,26,Open SAP Mobile app dev. Volunteering 16th Off 18th,16,2014
478,26,MCC Processes & Assign Mobile DR Customer 360 Reviews ,17,2014
479,26,NA,18,2014
480,26,Silvercert resit 8th May Off 6th - Customer (Infrabel) mobile platform presentation,19,2014
481,26,Attend Mobile Development EGI,20,2014
482,26,Off 19th - 21st  off sick,21,2014
483,26,Off sick ,22,2014
484,26,Classic EP/PI sessions,23,2014
485,26,RP & RDS for Mob/UX,24,2014
486,26,NA,25,2014
487,26,INNOJAM 26th & 27th,26,2014
488,26,Coffee Corner thurs 3rd 11am,27,2014
489,26,NA,28,2014
490,26,NA,29,2014
491,26,NA,30,2014
492,26,Last Week,31,2014
493,27,Induction Week,5,2014
494,27,EarlyWatch-SAPTECH,6,2014
495,27,EarlyWatch-UADM315,7,2014
496,27,Coached EW delivery ,8,2014
497,27,Coached EW delivery ,9,2014
498,27,Coached EW delivery ,10,2014
499,27,Revision and Exams ( SAPTEC Tues 11th and UADM315 Fri 14th @ 11 ),11,2014
500,27,St Patricks Oracle workshops,12,2014
501,27,ABAP Fundamentals ( Wed 2hrs networking ),13,2014
502,27,ABAP Silver Cert,14,2014
503,27,BPPO training,15,2014
504,27,Volunteering 17th,16,2014
505,27,Java and EP Training,17,2014
506,27,Off thurs 1st & fri 2nd,18,2014
507,27,EP Rampup - 73263831 - Chiesi Farmaceutici ,19,2014
508,27,73254181 Warburtons Silvercert resit ,20,2014
509,27,NA,21,2014
510,27,NA,22,2014
511,27,Classic EP/PI sessions,23,2014
512,27,TBC EP/PI,24,2014
513,27,NA,25,2014
514,27,INNOJAM 26th & 27th,26,2014
515,27,Coffee Corner thurs 3rd 11am,27,2014
516,27,NA,28,2014
517,27,NA,29,2014
518,27,NA,30,2014
519,27,Last Week,31,2014
520,28,Induction Week,5,2014
521,28,EarlyWatch-SAPTECH,6,2014
522,28,EarlyWatch-UADM315,7,2014
523,28,Coached EW delivery ,8,2014
524,28,Coached EW delivery ,9,2014
525,28,Coached EW delivery ,10,2014
526,28,Revision and Exams ( SAPTEC Tues 11th and UADM315 Fri 14th @ 11 ),11,2014
527,28,St Patricks Oracle workshops,12,2014
528,28,ABAP Fundamentals ( Wed 2hrs networking ),13,2014
529,28,ABAP Silver Cert,14,2014
530,28,BPPO training,15,2014
531,28,Coached delivery BPPO Inex Partners Oy ,16,2014
532,28,Coached delivery BPPO Inex Partners Oy ,17,2014
533,28,NA,18,2014
534,28,BPPO coached del 73265384 - Inex Partners Silvercert resit 8th May Off Fri 9th May,19,2014
535,28,Off all week,20,2014
536,28,Off Mon & Tues,21,2014
537,28,Hana Training,22,2014
538,28,HANA Practical/Exam,23,2014
539,28,DR_HANA_EMEA,24,2014
540,28,NA,25,2014
541,28,INNOJAM 26th & 27th,26,2014
542,28,Coffee Corner thurs 3rd 11am,27,2014
543,28,NA,28,2014
544,28,NA,29,2014
545,28,NA,30,2014
546,28,Last Week,31,2014
547,29,EarlyWatch-SAPTECH,6,2014
548,29,EarlyWatch-UADM315,7,2014
549,29,Coached EW delivery ,8,2014
550,29,Coached EW delivery ,9,2014
551,29,Coached EW delivery ,10,2014
552,29,Revision and Exams ( SAPTEC Tues 11th and UADM315 Fri 14th @ 11 ),11,2014
553,29,St Patricks Oracle workshops SAPTEC resit thurs 20th,12,2014
554,29,ADM resit Mon 24th ABAP Fundamentals ( Wed 2hrs networking ). Off Fri 28th,13,2014
555,29,Wed 2nd UADM315 & ABAP Silver Cert,14,2014
556,29,PI Training & Delivery,15,2014
557,29,Volunteering day Wed 16th,16,2014
